egoid, lanePos, dis2leader, speed, acce
lane1.2, 7.84180123159925, 24.49501228576444, 27.193012315992508, -4.499999999999993
lane1.2, 10.538602463198501, 23.963753225676285, 26.74301231599251, -4.499999999999993
lane1.2, 13.190403694797752, 23.474873955809215, 26.29301231599251, -4.499999999999993
lane1.2, 15.797204926397002, 23.02945059100655, 25.84301231599251, -4.499999999999993
lane1.2, 18.359006157996255, 22.62837194433282, 25.39301231599251, -4.499999999999993
lane1.2, 20.875807389595508, 22.27237706476994, 24.94301231599251, -4.499999999999993
lane1.2, 23.34760862119476, 21.96208372905629, 24.493012315992512, -4.499999999999993
lane1.2, 25.77440985279401, 21.698010422561165, 24.043012315992513, -4.499999999999993
lane1.2, 28.156211084393263, 21.480593543441756, 23.593012315992514, -4.499999999999993
lane1.2, 30.493012315992516, 21.310201042567975, 23.143012315992515, -4.499999999999993
lane1.2, 32.78481354759177, 21.187143363361862, 22.693012315992515, -4.499999999999993
lane1.2, 35.03161477919102, 21.111682308102104, 22.243012315992516, -4.499999999999993
lane1.2, 37.233416010790265, 21.08403829205043, 21.793012315992517, -4.499999999999993
lane1.2, 39.39305036252793, 21.10156320976732, 21.39967471876079, -3.933375972317279
lane1.2, 41.517675167776595, 21.157254321349527, 21.09282138621246, -3.068533325483287
lane1.2, 43.61486241074571, 21.24366798640903, 20.850923473169832, -2.4189791304262798
lane1.2, 45.690374293779406, 21.355147614805595, 20.659314187504137, -1.9160928566569524
lane1.2, 47.748718091816556, 21.487271797118268, 20.50756177323883, -1.5175241426530661
lane1.2, 49.793495723663746, 21.636507280164587, 20.387990863705006, -1.1957090953382377
lane1.2, 51.82763512692839, 21.799979776224568, 20.294797201587873, -0.9319366211713387
lane1.2, 53.853549531958684, 21.975316571138855, 20.22349089901801, -0.7130630256986237
lane1.2, 55.873250674904455, 22.160534940033557, 20.17053195989744, -0.5295893912057181
lane1.2, 57.88843145015947, 22.3539609101486, 20.133083545203, -0.3744841469443827
lane1.2, 59.900527634450725, 22.5541687710315, 20.108840140622043, -0.24243404580957417
lane1.2, 61.910764888461436, 22.759935153001457, 20.095904939592153, -0.1293520102989021
lane1.2, 63.920195159303525, 22.970203572765875, 20.09270047724964, -0.03204462342512926
lane1.2, 65.92972529720545, 23.18405665131739, 20.097902280788965, 0.052018035393253115
lane1.2, 67.94013985099446, 23.4006940550223, 20.110388794991174, 0.1248651420220881
lane1.2, 69.95211944251207, 23.619414772800724, 20.129203035361016, 0.1881424036984214
lane1.2, 71.96625573605128, 23.83960272433862, 20.153522835423225, 0.24319800062208685
lane1.2, 73.98306375221213, 24.060714959305443, 20.182637487793766, 0.2911465237054145
lane1.2, 76.00299208696642, 24.282271894783122, 20.215929207292, 0.3329171949823362
lane1.2, 78.026431461129, 24.50384917256075, 20.252858275959646, 0.3692906866764645
lane1.2, 80.05372192649025, 24.725070815935126, 20.292951031265712, 0.4009275530606615
lane1.2, 82.08515898168191, 24.945603438035008, 20.335790072567544, 0.42839041301832026
lane1.2, 84.1209987960457, 25.165151307810746, 20.381006214708215, 0.4521614214067071
lane1.2, 86.16146269826808, 25.383452120762314, 20.42827182973961, 0.47265615031395924
lane1.2, 88.20674105477818, 25.600273352755508, 20.477295300462202, 0.4902347072259161
lane1.2, 90.25699663835934, 25.815409099405187, 20.527816371160924, 0.5052107069872136
lane1.2, 92.31236756828773, 26.028677322283514, 20.579602227406845, 0.5178585624592102
lane1.2, 94.37296988826643, 26.239917437948677, 20.632444172167055, 0.5284194476021042
lane1.2, 96.43889983650577, 26.448988197441466, 20.686154792619753, 0.5371062045269781
lane1.2, 98.51023585279133, 26.655765813177013, 20.74056553309125, 0.5441074047149641
lane1.2, 100.58704035974236, 26.86014229759789, 20.795524605929455, 0.54959072838205
lane1.2, 102.66936134928955, 27.062023983955157, 20.850895185014352, 0.5537057908489729
lane1.2, 104.75723380038035, 27.26133020445262, 20.906553836801677, 0.5565865178732565
lane1.2, 106.8506809498162, 27.457992104960823, 20.962389151915115, 0.5583531511343764
lane1.2, 108.94971543475232, 27.65195157876404, 21.018300546807307, 0.5591139489219188
lane1.2, 111.05434032260526, 27.84316030448643, 21.074197210251334, 0.5589666344402744
lane1.2, 113.16455004180135, 28.03157887556442, 21.129997173670564, 0.5579996341922921
lane1.2, 115.28033122487349, 28.217176010478454, 21.1856264877723, 0.5562931410173633
lane1.2, 117.40166347380108, 28.399927834498015, 21.241018490779506, 0.5539200300720637
lane1.2, 119.52852005613406, 28.579817224984623, 21.296113155880082, 0.5509466510057592
lane1.2, 121.66086853929968, 28.756833213383572, 21.350856507432415, 0.5474335155233234
lane1.2, 123.79867136952414, 28.930970437950904, 21.40520009705674, 0.5434358962432384
lane1.2, 125.94188640098025, 29.102228642038398, 21.459100532065513, 0.5390043500877439
lane1.2, 128.09046738007308, 29.270612213418048, 21.51251904979124, 0.5341851772572781
lane1.2, 130.24436438917746, 29.436129760689113, 21.56542113229652, 0.5290208250528039
lane1.2, 132.40352425362877, 29.59879372329121, 21.617776156729782, 0.5235502443326112
lane1.2, 134.5678909153276, 29.75862001205755, 21.669557077246992, 0.5178092051720995
lane1.2, 136.73740577593873, 29.91562767759686, 21.7207401349751, 0.5118305772810672
lane1.2, 138.9120080123357, 30.06983860409713, 21.771304592964302, 0.505644579892035
lane1.2, 141.09163486665776, 30.22127722640775, 21.821232493477, 0.4992790051269935
lane1.2, 143.27622191309675, 30.36997026848536, 21.870508435303087, 0.492759418260853
lane1.2, 145.46570330331608, 30.51594650148695, 21.91911936908345, 0.48610933780363297
lane1.2, 147.66001199221395, 30.659236519967607, 21.967054408873878, 0.4793503979042768
lane1.2, 149.85907994557746, 30.79987253479041, 22.01430465839659, 0.4725024952271184
lane1.2, 152.06283833102788, 30.93788818148974, 22.060863050611662, 0.46558392215072075
lane1.2, 154.27121769352848, 31.07331834294527, 22.10672419940032, 0.45861148788656436
lane1.2, 156.484148116613, 31.20619898532675, 22.15188426228996, 0.45160062889642916
lane1.2, 158.701559370391, 31.336567006360497, 22.196340813270442, 0.4445655098048107
lane1.2, 160.92338104729728, 31.464460095049276, 22.240092724854772, 0.43751911584330117
lane1.2, 163.14954268647142, 31.589916602048874, 22.283140058627804, 0.43047333773031937
lane1.2, 165.37997388758305, 31.712975419968274, 22.325483963605002, 0.42343904977197866
lane1.2, 167.61460441485292, 31.833675872918036, 22.36712658179227, 0.41642618187268
lane1.2, 169.85336429196244, 31.95205761468287, 22.40807096039785, 0.4094437860558031
lane1.2, 172.09618388849233, 32.068160534940034, 22.44832097020023, 0.4025000980237792
lane1.2, 174.34299399848345, 32.182024672987836, 22.4878812296223, 0.395602594220712
lane1.2, 176.5937259116697, 32.29369013848577, 22.526757034103067, 0.3887580448076733
lane1.2, 178.84831147789458, 32.403197038742945, 22.56495429039425, 0.3819725629118409
lane1.2, 181.10668316518635, 32.510585412122055, 22.602479455441273, 0.3752516504702186
lane1.2, 183.36877411193524, 32.615895167155486, 22.639339479536517, 0.36860024095243915
lane1.2, 185.63451817358498, 32.719166026996646, 22.675541753458134, 0.36202273921617234
lane1.2, 187.9038499642244, 32.82043747885331, 22.7110940593303, 0.35552305872165846
lane1.2, 190.17670489343897, 32.919748728072506, 22.746004524961087, 0.3491046563078726
lane1.2, 192.45301919875865, 33.01713865656734, 22.780281581432412, 0.3427705647132484
lane1.2, 194.7327299740169, 33.112645785295, 22.813933923732847, 0.33652342300435123
lane1.2, 197.0157751939155, 33.20630824051324, 22.846970474238994, 0.3303655050614651
lane1.2, 199.30209373507066, 33.29816372355924, 22.879400348864557, 0.3242987462556357
lane1.2, 201.59162539379932, 33.38824948391013, 22.911232825708485, 0.3183247684392754
lane1.2, 203.884310900887, 33.47660229529939, 22.942477316044712, 0.3124449033622767
lane1.2, 206.18009193356454, 33.56325843467607, 22.973143337506286, 0.30666021461573933
lane1.2, 208.47891112490615, 33.648253663807566, 23.003240489325997, 0.3009715181971018
lane1.2, 210.78071207084767, 33.73162321333777, 23.032778429504287, 0.29537940178290256
lane1.2, 213.08543933501204, 33.813401769124226, 23.06176685378318, 0.2898842427889292
lane1.2, 215.39303845151682, 33.89362346068819, 23.09021547631233, 0.28448622529150924
lane1.2, 217.70345592592744, 33.97232185162159, 23.118134011900178, 0.27918535587847515
lane1.2, 220.01663923450994, 34.0495299318043, 23.145532159749482, 0.27398147849304166
lane1.2, 222.33253682192654, 34.125280111294074, 23.172419588582557, 0.2688742883307427
lane1.2, 224.65109809750902, 34.19960421575945, 23.19880592306692, 0.26386334484364227
lane1.2, 226.97227343023525, 34.2725334833346, 23.224700731457432, 0.2589480839051106
lane1.2, 229.2960141425269, 34.344098562781966, 23.250113514375705, 0.25412782918273535
lane1.2, 231.6222725029783, 34.41432951285557, 23.27505369465226, 0.24940180276555424
lane1.2, 233.95100171811896, 34.483255802764916, 23.299530608161103, 0.24476913508841847
lane1.2, 236.28215592330605, 34.550906313645726, 23.32355349558052, 0.24022887419416605
lane1.2, 238.61569017283597, 34.617309340949134, 23.34713149501768, 0.23577999437161878
lane1.2, 240.95156042935875, 34.68249259766739, 23.370273635438206, 0.23142140420524981
lane1.2, 243.28972355267294, 34.746483218318446, 23.392988830845308, 0.22715195407101874
lane1.2, 245.630137287973, 34.809307763618335, 23.415285875156286, 0.2229704431097801
lane1.2, 247.9727602536172, 34.87099222577319, 23.437173437727246, 0.21887562570960029
lane1.2, 250.31755192847754, 34.93156203432869, 23.45866005947974, 0.21486621752494273
lane1.2, 252.66447263893082, 34.991042062518034, 23.47975414958577, 0.2109409010602903
lane1.2, 255.0134835455436, 35.04945663405451, 23.500463982670166, 0.20709833084396223
lane1.2, 257.3645466295017, 35.106829530316986, 23.520797696491837, 0.2033371382167104
lane1.2, 259.7176246788297, 35.1631839978819, 23.5407632900676, 0.19965593575761886
lane1.2, 262.0726812744433, 35.21854275635752, 23.560368622204603, 0.1960533213700444
lane1.2, 264.429680776074, 35.2729280064799, 23.579621410409352, 0.19252788204749294
lane1.2, 266.7885883081016, 35.326361438432514, 23.59852923014333, 0.18907819733978926
lane1.2, 269.14936974532867, 35.37886424035486, 23.617099514397072, 0.18570284253740965
lane1.2, 271.5119916987263, 35.43045710700801, 23.6353395535563, 0.1824003915922745
lane1.2, 273.8764215011809, 35.481160248566425, 23.653256495535413, 0.17916941979112977
lane1.2, 276.24262719326543, 35.53099339950944, 23.670857346155138, 0.17600850619725605
lane1.2, 278.6105775090603, 35.579975827586395, 23.688148969742745, 0.17291623587606608
lane1.2, 280.9802418620442, 35.62812634283233, 23.705138089934504, 0.16989120191759355
lane1.2, 283.35159033107396, 35.67546330661315, 23.721831290661505, 0.16693200727001312
lane1.2, 285.7245936464721, 35.722004640679984, 23.738235017301164, 0.16403726639659055
lane1.2, 288.0992231762361, 35.76776783621574, 23.754355577977922, 0.16120560676757378
lane1.2, 290.4754509123849, 35.81276996285669, 23.77019914499778, 0.1584356701985712
lane1.2, 292.85324945745487, 35.85702767767464, 23.78577175640236, 0.1557261140458266
lane1.2, 295.23259201115644, 35.90055723410609, 23.801079317629195, 0.15307561226833855
lane1.2, 297.6134523572012, 35.943374490816325, 23.816127603265837, 0.15048285636641623
lane1.2, 299.9958048503088, 35.98549492048733, 23.830922258886325, 0.14794655620487873
lane1.2, 302.37962440340107, 36.02693361851942, 23.845468802959356, 0.14546544073031242
lane1.2, 304.76488647498996, 36.06770531163801, 23.859772628818234, 0.14303825858878128
lane1.2, 307.15156705676503, 36.107824366397836, 23.873839006683504, 0.1406637786526943
lane1.2, 309.5396426613857, 36.14730479757674, 23.8876730857298, 0.13834079046297632
lane1.2, 311.9290903104816, 36.18616027645413, 23.9012798961891, 0.13606810459297236
lane1.2, 314.31988752286526, 36.224404138967714, 23.914664351483154, 0.13384455294055186
lane1.2, 316.7120123029583, 36.262049393744235, 23.927831250378578, 0.13166898895423884
lane1.2, 319.1054431294352, 36.299108730000114, 23.940785279158366, 0.12954028779788018
lane1.2, 321.5001589440833, 36.335594525309034, 23.95353101380435, 0.12745734645985607
lane1.2, 323.8961391408828, 36.37151885323266, 23.96607292218545, 0.1254190838109892
lane1.2, 326.2933635553044, 36.406893490813275, 23.978415366247006, 0.12342444061555824
lane1.2, 328.69181245382657, 36.44172992592581, 23.990562604196974, 0.1214723794996786
lane1.2, 331.09146652367065, 36.47603936448809, 24.002518792685056, 0.11956188488081665
lane1.2, 333.4923068627535, 36.50983273752837, 24.014287988971244, 0.11769196286188333
lane1.2, 335.89431496985605, 36.543120708109655, 24.025874153080597, 0.11586164109353092
lane1.2, 338.29747273500715, 36.57591367810983, 24.037281149941354, 0.11406996860756635
lane1.2, 340.7017624300794, 36.62090013598197, 24.048512751503765, 0.11231601562410987
lane1.2, 343.1077523329005, 36.69018638610527, 24.071285304918156, 0.2277255341439144
lane1.2, 345.51654662513283, 36.78266824681731, 24.10460053972931, 0.3331523481115539
lane1.2, 347.92915428705817, 36.89733673783638, 24.147552698777627, 0.4295215904831551
lane1.2, 350.34649775194805, 37.03326942589092, 24.19931659902009, 0.5176390024246302
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
egoid, lanePos, dis2leader, speed, acce
